,Address,Interruption,Planned,Reported On,Restoration Time,Impact
27,"QUEENSBRIDGE SOUTH - Building 23  41-01 VERNON BOULEVARD  LONG ISLAND CITY, NY 11101",Hot Water,Planned,02/25/2020 9:00 AM,9 Hours,BuildingsUnitsPopulation  1180344
28,"RAVENSWOOD - Building 19  14-01 36TH AVENUE  ASTORIA, NY 11106",Heat,Unplanned,02/25/2020 8:00 AM,4 Hours,BuildingsUnitsPopulation  14895
29,"RED HOOK EAST 16 MILL STREET  BROOKLYN, NY 11231  Line A",Water,Unplanned,02/25/2020 11:28 AM,1 Hours,BuildingsUnitsPopulation  166
30,"RED HOOK EAST 16 MILL STREET  BROOKLYN, NY 11231  Line C",Water,Unplanned,02/25/2020 12:34 PM,3 Hours,BuildingsUnitsPopulation  1614
31,"SMITH 182 SOUTH STREET  NEW YORK, NY 10038  Line F",Water,Unplanned,02/25/2020 4:36 PM,2 Hours,BuildingsUnitsPopulation  11620
32,"TAFT - Building 02  1345 5TH AVENUE  NEW YORK, NY 10029",Water,Unplanned,02/23/2020 9:30 AM,48 Hours,BuildingsUnitsPopulation  1150373
33,"TAFT - Building 03  1365 5TH AVENUE  NEW YORK, NY 10029",Water,Unplanned,02/23/2020 9:30 AM,48 Hours,BuildingsUnitsPopulation  1201294
34,"TAFT - Building 01  1694 MADISON AVENUE  NEW YORK, NY 10029",Water,Unplanned,02/23/2020 9:30 AM,48 Hours,BuildingsUnitsPopulation  1150282
35,"TAFT - Entire Development  1694 MADISON AVENUE  NEW YORK, NY 10029",Heat  Hot Water,Unplanned  Unplanned,02/25/2020 12:30 PM,8 Hours,"BuildingsUnitsPopulation  101,4702,997"
36,"WAGNER - Building 21  350 EAST 124TH STREET  NEW YORK, NY 10035",Hot Water,Unplanned,02/24/2020 6:14 PM,12 Hours,BuildingsUnitsPopulation  1125267
37,"WASHINGTON - Building 03  1895 2ND AVENUE  NEW YORK, NY 10029",Hot Water,Unplanned,02/25/2020 10:30 AM,5 Hours,BuildingsUnitsPopulation  1109226
38,"WILLIAMSBURG - Building 19  195 SCHOLES STREET  BROOKLYN, NY 11206",Heat  Hot Water,Planned  Planned,02/25/2020 9:00 AM,10 Hours,BuildingsUnitsPopulation  187144
39,"WILLIAMSBURG - Building 15  197 TEN EYCK WALK  BROOKLYN, NY 11206",Heat  Hot Water,Planned  Planned,02/25/2020 9:00 AM,8 Hours,BuildingsUnitsPopulation  195165
40,"WILLIAMSBURG - Building 17  200 TEN EYCK WALK  BROOKLYN, NY 11206",Heat  Hot Water,Planned  Planned,02/25/2020 9:00 AM,8 Hours,BuildingsUnitsPopulation  168118
41,"WILLIAMSBURG - Building 20  215 SCHOLES STREET  BROOKLYN, NY 11206",Heat  Hot Water,Planned  Planned,02/25/2020 9:00 AM,9 Hours,BuildingsUnitsPopulation  192156
42,"WILLIAMSBURG - Building 16  219 TEN EYCK WALK  BROOKLYN, NY 11206",Heat  Hot Water,Planned  Planned,02/25/2020 9:00 AM,8 Hours,BuildingsUnitsPopulation  180150
43,"WILLIAMSBURG - Building 18  222 TEN EYCK WALK  BROOKLYN, NY 11206",Heat  Hot Water,Planned  Planned,02/25/2020 9:00 AM,9 Hours,BuildingsUnitsPopulation  168138
44,"WSUR (SITE B) 74 WEST 92ND STREET - Entire Development  74 WEST 92ND STREET  NEW YORK, NY 10025",Heat,Unplanned,02/25/2020 1:30 PM,7 Hours,BuildingsUnitsPopulation  1168331
